2769416954,2014/8/26 7:58,Adam Tondowsky,,
409494909,2011/11/10 20:27,Patrick Bartmess,Central Time (US & Canada),"Omaha, Nebraska"
14367333,2008/4/12 6:00,JY YANG a???????????????o,Singapore,lesbian shipper hell
112235386,2010/2/7 18:52,theadora f,Eastern Time (US & Canada),
2717572677,2014/7/19 8:41,k??????gKh??????,Pacific Time (US & Canada),
214987978,2010/11/12 18:39,Redd Rotten,Pacific Time (US & Canada),"Dallas, TX"
32578106,2009/4/17 20:53,lorrena,Eastern Time (US & Canada),
2557072128,2014/6/9 15:49,a?? lo a??,Eastern Time (US & Canada),
119916515,2010/3/4 23:12,Leea???,Eastern Time (US & Canada),
2181320261,2013/11/14 23:26,stavros theocharidis,,"Basel City, Switzerland"
159424618,2010/6/25 9:56,O.X.,Hawaii,philly
66876039,2009/8/19 1:58,The Sun God,Eastern Time (US & Canada),39??? 57' 40 N / 82??? 59' 56 W
1592307540,2013/7/14 2:26,jolly sarah,,"Pennsylvania, USA"
2984935889,2015/1/19 1:20,Lil MaMaa???,,
64086791,2009/8/9 1:53,The Special One,,
33613154,2009/4/20 18:36,53% of White Women,Central Time (US & Canada),Singin Hamilton Everywhere
225992095,2010/12/13 1:19,WP,Eastern Time (US & Canada),
201753473,2010/10/12 15:06,Ernest Scheyder,Eastern Time (US & Canada),HOU/NYC
2389419156,2014/3/14 16:28,peach,,
296934954,2011/5/11 16:56,Derek Willett,Central Time (US & Canada),follow me
2455491403,2014/4/20 20:18,Eric,,Boston suburbia
123394078,2010/3/15 23:46,ly,Brasilia,"Rio de Janeiro, Brasil"
54354042,2009/7/6 22:22,mombie,Eastern Time (US & Canada),"15 Yemen Rd, Yemen "
98459868,2009/12/21 20:06,Juanita,Central Time (US & Canada),carrying my cross
54495060,2009/7/7 9:01,Samuel Elsey,Mountain Time (US & Canada),Home
43442263,2009/5/30 0:18,Parris Lane,London,Cambridge
439754219,2011/12/18 5:04,Zach,,Lawng Island
275310470,2011/4/1 1:29,Nicholas Kelly,,
26322666,2009/3/24 20:59,Raphael Steini,Bern,Germany
78268638,2009/9/29 10:04,TONY BRANNON,Atlantic Time (Canada),Bermuda
2304091507,2014/1/22 2:51,7'0mar,,htx. In Jesus Name I Ball 
953331188,2012/11/17 10:36,pranay patne,,nagpur
63079033,2009/8/5 8:53,VIRTUA-LEGIS,Paris,Paris & everywhere else
343570514,2011/7/27 19:31,alexandra,Quito,
2808641354,2014/9/14 3:27,PatLacemaker,,Michigan
609927955,2012/6/16 11:45,Shahrin,Beijing,"Highbury, North London"
2529009000,2014/5/28 4:11,Anurag,,Planet Earth
18565067,2009/1/2 21:48,Cat,America/Vancouver,
997657117,2012/12/8 17:51,Seth Cohen,,KYOTO Japan
2756052970,2014/8/30 17:34,Aisha,,
349706196,2011/8/6 15:16,troy lambert,Central Time (US & Canada),columbus ohio
240038299,2011/1/19 1:04,Kayla J. a???e??3???a??e???,Eastern Time (US & Canada),South Carolina
2857419164,2014/10/16 0:02,Island Shinobi e???e???,Eastern Time (US & Canada),British Virgin Islands
25391517,2009/3/19 21:41,Michael Routhier,Central Time (US & Canada),"Niceville, FL"
245077141,2011/1/30 20:42,that tj kid,Eastern Time (US & Canada),somewhere across the galaxy
299931072,2011/5/16 22:37,Sydney Whitaker,,
1639734889,2013/8/2 5:56,stephanie ?????,Atlantic Time (Canada),
2958830564,2015/1/4 19:57,Retired Marine,,Philly & Charleston SC
234151127,2011/1/4 23:40,Paul W,Sydney,Sydney
2671263398,2014/7/23 1:24,Tee Babya???,,
258542522,2011/2/27 23:39,Hermione Granger,Central Time (US & Canada),Cloud 9
118794674,2010/3/1 19:34,Adrienne Reynolds,Eastern Time (US & Canada),Currently In between it all
2380762339,2014/3/9 17:11,Neena Nizar,Abu Dhabi,"Nebraska, USA"
748902816,2012/8/10 8:08,Ax,,
42490721,2009/5/25 21:24,LeftDeviationistArt,Indiana (East),
14440198,2008/4/19 3:21,Tiffany Clements,Eastern Time (US & Canada),"St. Cloud, MN"
577598871,2012/5/11 22:37,big pap?- gonzo e???,Arizona,
78075144,2009/9/28 17:51,The a?????a??????  Mea?? Soraa???,Central Time (US & Canada),MemphisTenn
28618323,2009/4/3 18:06,Never Again?,Eastern Time (US & Canada),
410751910,2011/11/12 14:30,money mar e????,Central Time (US & Canada),
2890152208,2014/11/24 2:26,blakee??-,,junior @ lolhs
1455062828,2013/5/24 19:37,Joel Leon,,Toronto 
1561621099,2013/7/1 22:20,Daddy,Pacific Time (US & Canada),pulling a drake with bris
111054675,2010/2/3 17:17,Mark Fisher,America/New_York,Central Florida
358542767,2011/8/20 2:55,Ashley,Quito,
2898953486,2014/11/14 3:16,ltingbiao,,
2827240016,2014/9/23 1:59,Dan Carlson,,
127778523,2010/3/30 6:04,Siren Prince,Pacific Time (US & Canada),"Newark, NJ"
3375158020,2015/7/14 3:29,SIEUN ; ANGELA,Georgetown,
2361714330,2014/2/25 22:08,Artistic License JA,,
2817179624,2014/9/18 15:03,Michael McCrae,,"La Grande, OR"
14776632,2008/5/14 18:34,Nathan Tribble,Pacific Time (US & Canada),"Fort Lauderdale, FL"
4607195062,2015/12/26 4:34,mikey is sad,Pacific Time (US & Canada),el&alva&nath
2920868647,2014/12/6 16:45,Dennis B,Pacific Time (US & Canada),"New York,and San Antonio USA"
2225939864,2013/12/2 2:56,love times infiniti,Eastern Time (US & Canada),kitten snuggles
198939008,2010/10/5 16:40,Brett Quiggle,Quito,
998187026,2012/12/8 23:15,Meghan Buckley,Eastern Time (US & Canada),"Newport, RI"
469413304,2012/1/20 15:33,Sandi Saksena,,Dubai
2595314899,2014/6/29 20:46,Sarah J. Sprouse,,
1000305042,2012/12/9 22:14,Doug Craig,,"Riverdale,MD"
1926944113,2013/10/2 13:42,Anil,,
825895849,2012/9/15 20:11,Carlos,,chick-fil-a
1911261500,2013/9/27 14:13,FakeKaijubushi,Pacific Time (US & Canada),Great State of Consternation
2236297754,2013/12/8 16:51,manish goyal,,
602154391,2012/6/7 19:52,#TotiOut,Amsterdam,
471911020,2012/1/23 11:39,PublicTV,New Delhi,Bangalore
79673273,2009/10/4 7:14,Lance Lukenbill,Pacific Time (US & Canada),
2940473350,2014/12/25 7:21,Indonesian News,Jakarta,"Sukabumi, Jabar"
557175037,2012/4/18 20:02,federica ~ exams,Atlantic Time (Canada),jlaw a??? oth a??? oc a??? ggirls
67136173,2009/8/19 22:01,Zaddier Molina,Central Time (US & Canada),IA
582078292,2012/5/16 18:56,Corey,,NY
2603988197,2014/6/12 15:02,Stephen Adams,,
247661298,2011/2/5 8:33,Zishan Haider,New Delhi,Delhi
146328581,2010/5/21 4:46,VIP anarchist,,
4400919916,2015/12/7 3:54,Jo World,,
3290551764,2015/7/24 17:40,Guy Fieri,,"Nigadoo, New Brunswick"
283312990,2011/4/17 1:48,Truth,Quito,
4103649678,2015/11/2 16:46,Aditya Deokule,,"Pune, India"
1365609596,2013/4/19 23:15,Charlysia,Central Time (US & Canada),
2636073003,2014/6/24 0:32,Jahn Lopez,,"Mendez, Ecuador "
2912999031,2014/12/9 17:32,Ariel Millette,,
2323398278,2014/2/2 7:46,sharleen,Muscat,"Pearland, TX"
2215362835,2013/11/26 8:34,Christmase???Hollow,Pacific Time (US & Canada),Somewhere in the darkness
419186888,2011/11/23 2:12,Matt Swanson,,Out saving the day
4560895281,2015/12/21 21:31,e???,,Sublimity  
24033860,2009/3/12 20:51,David Abbott,Dublin,"Waterford, Ireland"
766742228,2012/8/19 2:08,Adri a???,Central Time (US & Canada),who??
939492841,2012/11/10 17:04,caram???l,Casablanca,
137429879,2010/4/26 18:40,FRANCE,Pacific Time (US & Canada),
2541358173,2014/5/11 17:28,alyssa,Eastern Time (US & Canada),
109058897,2010/1/27 21:13,David Ruddock,Pacific Time (US & Canada),"Los Angeles, CA"
535688743,2012/3/24 20:39,Kirti Nair,,Bangalore
2159956358,2013/10/28 1:22,Isabella Kowalczyk,,
930710472,2012/11/6 23:03,Lauren,,
4874374679,2016/2/3 17:16,court.,,nowhere
1678825489,2013/8/17 17:50,amazing helmet,Casablanca,
2546135141,2014/5/14 0:36,Fletcher Daniel,,A place in NY
438649664,2011/12/16 21:08,Jlynn,,
29479833,2009/4/7 16:16,e???Dong Danglere???,Eastern Time (US & Canada),NJ
1365441361,2013/4/19 21:24,Mechadave,,
4893842357,2016/2/10 2:33,Chandler Smith,,
277132299,2011/4/4 19:22,Zoe Raduns,Quito,"New York, NY"
3346561342,2015/6/26 13:09,Taylorrr,,"Naugatuck, CT"
479184964,2012/1/31 3:16,andrea,Atlantic Time (Canada),miami
19130238,2009/1/18 0:43,Alex a??e??????,Pacific Time (US & Canada),California
379257665,2011/9/24 16:53,Patrick Tweets,America/New_York,
2805359148,2014/9/12 11:20,Stephen Ritson,Ljubljana,Spain & Germany
3067569141,2015/3/3 10:43,7/5a??????,,
3561789977,2015/9/6 2:48,tobycjones1,,"New Jersey, USA"
396151535,2011/10/22 20:40,Frank Parra,Eastern Time (US & Canada),
446293892,2011/12/25 14:53,Big Demon a?????e????,Central Time (US & Canada),
25150377,2009/3/18 20:44,Chloe Goldade,Central Time (US & Canada),Some Midwestern town
2332841421,2014/2/9 0:43,jolly binch,Pacific Time (US & Canada),
64278098,2009/8/9 23:13,Kastro,Eastern Time (US & Canada),In The 305 With A 6s Plus
474584223,2012/1/26 4:17,E,Atlantic Time (Canada),
20883373,2009/2/15 0:45,nasty woman.,Tehran,"boston, ma"
189806932,2010/9/12 8:10,David Kreutz,Pacific Time (US & Canada),"Iwade, Wakayama, Japan"
105485096,2010/1/16 13:51,Dynamitea??,Kuala Lumpur,Rollercoaster
45945424,2009/6/9 21:10,Esje,Amsterdam,@ home
18572546,2009/1/3 4:02,Cynthia McKinney PhD,Eastern Time (US & Canada),"Atlanta, GA"
1040849462,2012/12/27 23:29,Tiffany,Eastern Time (US & Canada),cleveland
2487597298,2014/4/16 2:44,e????,,
489256712,2012/2/11 10:28,joe,London,"Leeds, England"
55430541,2009/7/10 1:38,iz,Riyadh,how about Sunrise Landa???
62330363,2009/8/2 19:28,Autobahn Ollie,Eastern Time (US & Canada),Your Neighbor Traphouse
851723534,2012/9/28 20:50,Imthiaz Rehman,,"Birmingham, England"
2497796461,2014/5/16 5:22,(a??a??_a??),,
2374541620,2014/3/2 1:44,LeTayvia,,
602226392,2012/6/7 21:46,S,,
1932113918,2013/10/3 21:24,Elyk E,Indiana (East),Where Liberty Dwells...
2800135756,2014/10/2 14:27,STP Group,London,Viladecans
2276898360,2014/1/5 1:28,Jason Werthman,Eastern Time (US & Canada),"Michigan, USA"
1395120080,2013/5/1 17:20,rude.,Chennai,India
46530832,2009/6/12 0:16,Ashlea Nicole,Quito,On my way to the top
378516357,2011/9/23 10:24,Regina Mutheu Kimeu,Nairobi,Earth.    Africa.    Kenya.
2922801819,2014/12/15 12:57,V.,,
4696370444,2016/1/2 13:44,sunil raj b,,"Karimnagar, Andhra Pradesh"
2827880150,2014/9/23 11:12,Sydney,,
3319406474,2015/8/19 0:22,Allen Glover,Pacific Time (US & Canada),"Los Angeles, CA"
350028677,2011/8/7 2:59,April's Very Own a?????,Eastern Time (US & Canada),252
4697880498,2016/1/2 19:02,gaby,,"andrew,zara"
45772756,2009/6/9 5:24,Daniel Beasley,Quito,
156519920,2010/6/17 4:30,John Marston,Eastern Time (US & Canada),Maryland
508110082,2012/2/29 0:01,. . .,Eastern Time (US & Canada),Bridge Over Troubled Water 
25198291,2009/3/19 0:40,dj fingers 313,Quito,"??T: 42.562391,-83.160269"
270113558,2011/3/22 1:02,Mikey The Girl,Central Time (US & Canada),
132650634,2010/4/13 20:35,Derek Bredeson,,Iowa
2407104038,2014/3/23 14:01,Blake Lavak,,London
372393453,2011/9/12 17:54,diego costa,London,not in the eu 
78010564,2009/9/28 13:15,Access Brokerage Inc,Quito,Metro Atlanta
853629266,2012/9/29 21:30,not my president,Eastern Time (US & Canada),"Fort Lauderdale, FL"
4683174709,2015/12/31 12:41,Can't believe USA,,Wouldn't you like to know
2861519182,2014/11/4 21:39,Coll,,Hell 
4021498395,2015/10/23 3:53,JediLarries,,Over the Rainbow
2396898858,2014/3/18 23:19,Matias R.a?????a?????,,Argentinooooo
97072212,2009/12/15 22:04,BILL REED,Eastern Time (US & Canada),
1759523839,2013/9/7 17:17,Brandon King,,"Orlando, FL"
50673307,2009/6/25 15:18,Odell Bowie Jr.,Atlantic Time (Canada),"Baltimore, MDa?????Fort Myers, FL"
2812415210,2014/9/16 4:15,?????????????Ι»?????????2 ???????????????????1,,????1????????Ι»?????????|???????????????????Ϊμ??????Ι» 
2423614613,2014/3/19 23:26,(S)kelly,Pacific Time (US & Canada),"Jacksonville, FL "
1376344998,2013/4/24 6:45,Vikas Waddatti,,
2764774066,2014/9/8 13:33,KURSE,Pacific Time (US & Canada),Sweetwater
344339529,2011/7/28 22:32,April Jones,Quito,
4644292634,2015/12/24 16:50,Marcus Foo,Pacific Time (US & Canada),"Perth, Western Australia"
2743358747,2014/8/15 8:39,jenny,Pacific Time (US & Canada),
1828081530,2013/9/8 12:02,bri'Ja???,,"Tampa, FL"
2269552169,2014/1/8 21:08,Kilose???e???,Eastern Time (US & Canada),
2689088438,2014/7/29 3:53,vans,Beijing,
856865107,2012/10/1 19:02,Steven,Atlantic Time (Canada),
346258083,2011/8/1 0:14,WILLmissOBAMA,,
1958994006,2013/10/13 16:40,Will Michels,,Eastview 2017
78946225,2009/10/1 16:38,Sunil G Pillai,Mumbai,"Hyderabad, India"
2829506615,2014/10/14 13:27,Lady Soliloque,America/New_York,
2165007825,2013/11/2 15:42,Jay,,
2239695417,2013/12/23 11:29,cynthiawatson,Eastern Time (US & Canada),
2543769731,2014/5/12 21:12,Jess Collins,,"South Carolina, USA"
29995153,2009/4/9 14:36,???Monika Jeanine ???,Quito,
230205453,2010/12/24 16:03,shivang patel,Eastern Time (US & Canada),Connecticut 
537708944,2012/3/27 0:53,a?????hair mastera?????,Atlantic Time (Canada),bumfuck manchester
255937512,2011/2/22 9:55,Tamal Kumar Pal,,
167079559,2010/7/15 18:13,Toni G  Gillingham,,
1584822894,2013/7/11 4:51,???a??? Miss Mattie a??????,Central Time (US & Canada),
1352232200,2013/4/14 16:20,Herre???Gobbl'n,Central Time (US & Canada),"Stevens Point, WI"
627946541,2012/7/6 2:12,Michael,Eastern Time (US & Canada),"Forest, VA"
418295008,2011/11/22 0:33,Marc-Yves Regis II,Atlantic Time (Canada),
127897986,2010/3/30 15:23,Brandon Ashley,Quito,DC
22650211,2009/3/3 17:40,Good Morning America,Eastern Time (US & Canada),"Times Square, USA"
312802043,2011/6/7 17:54,VIRENDRA RANA,,NEW DELHI
450364208,2011/12/30 4:56,Lukas_Prorok,,
3313056427,2015/8/12 4:13,#Carefreea???,,
301718072,2011/5/19 23:06,andri e???,Quito,"dreamville, usa"
361620746,2011/8/25 2:14,jim denys,Central Time (US & Canada),
46065007,2009/6/10 8:07,Me Anita,Chennai,Hyderabad
38191032,2009/5/6 14:41,AAXXISS AUDIT,Eastern Time (US & Canada),US East Coast
334189373,2011/7/12 18:20,ia??m a knife now,Eastern Time (US & Canada),Brooklyn ???\_(???)_/??? 
62057405,2009/8/1 15:44,Jim Unger,Eastern Time (US & Canada),"Wappingers Falls, New York"
70182754,2009/8/30 18:40,Deplorable Hayley,,etx
1603871024,2013/7/18 16:54,Peter Templeton,Edinburgh,Loughborough & Lincoln
3307817272,2015/6/4 3:38,S?????????a?????????ay??????n???????,,AQW Artist/ AQ3D Tester for AE
95842381,2009/12/10 6:39,Sathyaghan Iyer,Mumbai,Thane
3028437384,2015/2/19 3:43,Red & Green,Pacific Time (US & Canada),Mount Wildwood
160248012,2010/6/27 16:43,JJossendal,Pacific Time (US & Canada),
52014407,2009/6/29 9:58,paige.,Eastern Time (US & Canada),mjm
3376311520,2015/7/14 19:29,India_Economy_news,,
2386926460,2014/3/6 0:46,Omar Alleyne-Lawler,,Birmingham & London 
1289092621,2013/3/22 16:18,o'neal,Beijing,Malaysia
205866812,2010/10/21 19:39,Buck,,New Mexico
224819924,2010/12/9 23:20,excogitare,Casablanca,UK
170178674,2010/7/24 3:47,Brent Money,Central Time (US & Canada),"Greenville, Texas"
3281458244,2015/7/16 9:40,Anna Abben,,
2391219550,2014/3/7 14:41,kota,Atlantic Time (Canada),
4903750997,2016/2/13 5:55,Smite Servers,Pacific Time (US & Canada),
224541116,2010/12/9 7:50,BasCB,Prague,"Central Europe, mostly"
4635730577,2015/12/28 20:18,Dariae???,,
2216915498,2013/11/27 0:52,NCFM Carolinas,,"Charlotte, NC; Columbia, SC"
168015615,2010/7/18 4:24,Sandeep Garg,,"Navi Mumbai, Maharashtra"
179262676,2010/8/16 22:25,gee a?? nct 127,Brasilia,161117
3379811146,2015/7/17 2:29,rainbowgela???,Pacific Time (US & Canada),
3641219057,2015/9/13 10:39,kehinde solomon,,Lasgidi
1406101482,2013/5/5 21:20,Jordan Sereno,Eastern Time (US & Canada),
2344205322,2014/2/14 22:41,xoxomarK_e???,Arizona,
124852703,2010/3/20 20:11,Austin Hobson,Eastern Time (US & Canada),"Richmond, VA"
2889930852,2014/11/4 16:15,Samachar Plus,New Delhi,"Noida, India"
16513416,2008/9/29 16:06,Fox 35 News,Eastern Time (US & Canada),"Orlando, Florida"
2498973313,2014/5/16 13:56,Dharini Patel,,
95024887,2009/12/6 16:16,Alison Butala,Central Time (US & Canada),
148298309,2010/5/26 10:19,Robert E. Lehman,,Virginia - USA
860281152,2012/10/3 20:22,Jeannie a???,Casablanca,Essex County 
19975302,2009/2/3 14:55,Nick Sutton,Amsterdam,St Albans
2749912959,2014/8/22 3:05,ugly turk,Eastern Time (US & Canada),407
2922001288,2014/12/14 20:54,Drippy,,MA
550181723,2012/4/10 15:04,Sharpie,Pacific Time (US & Canada),New Jersey
1021419481,2012/12/19 5:40,Aks the live wire,,"New Delhi, India"
16965928,2008/10/25 12:30,@fduncan,Eastern Time (US & Canada),"Lexington, MA"
1300647127,2013/3/25 18:43,Zi @ work hell,Pacific Time (US & Canada),Chrom's pants
82010809,2009/10/13 4:28,Shoorveer Shekhawat,,
2754594251,2014/8/29 14:10,juliana,,
3259119157,2015/6/28 16:30,e???,,urban/sports photograper 
600420510,2012/6/5 19:07,Nick Joseph a??,Pacific Time (US & Canada),
3089929573,2015/3/16 15:13,jasmina,,Nederland
974615851,2012/11/27 20:12,Thanhie Nguyen,,
24812667,2009/3/17 1:18,Cowboys 8-1,Eastern Time (US & Canada),Dream Chasing.
1607286516,2013/7/20 3:17,A Nigga Named Negan,,a?3???
1861853462,2013/9/13 21:59,bria??,Eastern Time (US & Canada),Newilla??????
2985481808,2015/1/16 10:26,??@v|| |??$@?? {@},,"Haryana, India"
96906563,2009/12/15 3:48,Andreas Petrongari,Berlin,Germany
72215676,2009/9/7 5:39,Ld.Kristoffer Martin,,"Eau Claire, WI"
3064170557,2015/2/27 0:12,\JD/,,
1524211860,2013/6/17 7:59,kaushal sharma,,"Madhu Vihar, Palam"
348159731,2011/8/3 23:56,e???e???,Pacific Time (US & Canada),
113252029,2010/2/11 5:21,Brandon Day,Central Time (US & Canada),Baton Rouge/New Orleans
3244137176,2015/6/13 11:14,S K Pandit,,India
3111057111,2015/3/24 18:14,Gemini,,"Memeville, USA"
1691786624,2013/8/22 18:30,lindadee,,
277139168,2011/4/4 19:38,dckeichan,Eastern Time (US & Canada),Washington DC 
877988599,2012/10/13 14:43,sc : nogoodtat,Hawaii,
207780938,2010/10/26 1:00,Stephan Pichocki,Eastern Time (US & Canada),
4520770935,2015/12/18 4:06,Maty Ice,,"Canton, GA"
2866036590,2014/10/20 0:19,Jacob Bell,,
842655463,2012/9/24 0:22,Samantha Tyburski,,
3339891377,2015/6/21 21:25,Kierstin,,the Fort 
621317866,2012/6/28 21:11,nameless,Eastern Time (US & Canada),
632190746,2012/7/10 18:15,morgan,Central Time (US & Canada),emma
631443535,2012/7/9 21:35,amBRR rose of tralee,Dublin,repeal the 8th a?????
20894578,2009/2/15 5:19,Jennifer Massey,Central Time (US & Canada),Wisconsin
1237182660,2013/3/3 0:56,Brennan a??,Eastern Time (US & Canada),"Ilvermorny, Mt. Greylock, MA"
146566857,2010/5/21 19:29,Shauna Gordon,Eastern Time (US & Canada),"Columbus, OH"
161461979,2010/6/30 22:44,Scott Ogden,Eastern Time (US & Canada),"Maine or Washington, D.C."
2192321656,2013/11/23 4:53,nami.,Eastern Time (US & Canada),973
1552685581,2013/6/28 9:27,micash heavycheddar,,
578114959,2012/5/12 14:38,Juliet,Eastern Time (US & Canada),Neverland
1381816087,2013/4/26 12:29,Kelly,,
2948440216,2014/12/29 4:10,itsGuNNaR,Eastern Time (US & Canada),
4718854136,2016/1/6 14:17,Daniel Greenberg,Pacific Time (US & Canada),Israel
2888928558,2014/11/3 21:36,LIL SHOTGUN VERTe??2,Pacific Time (US & Canada),"Detroit, MI"
2423587524,2014/4/2 10:33,Christian Zabala,,
635845336,2012/7/15 2:47,sc:chelskelly5,Eastern Time (US & Canada),
4482590055,2015/12/14 15:59,Ryan Tewell,,"North Carolina, USA"
18798512,2009/1/9 11:03,thota,Mumbai,
848409474,2012/9/27 1:00,Juliette,,
3122761118,2015/4/1 3:36,49 Seconds,,"Sydney, New South Wales"
18924912,2009/1/13 2:20,Chubb$,Eastern Time (US & Canada),
378028803,2011/9/22 14:35,Kassandra,Eastern Time (US & Canada),
21528538,2009/2/21 23:49,MATTYMONKEESa???,Eastern Time (US & Canada),STRONG ISLAND
396828284,2011/10/23 20:40,Avi,Casablanca,
2928163212,2014/12/13 6:38,India First,,??|?????? ??|???|? ??|???|???|???????          New Delhi 
3027389199,2015/2/10 0:34,morgan,,"Mechanicsville, VA"
391290527,2011/10/15 10:30,1/Sec(mo) Graham,London,UoB/a railway/a rock bar
2798898779,2014/10/1 20:41,Riles,Eastern Time (US & Canada),Port Clinton Ohio
162708945,2010/7/4 13:16,Niraj shaha,,
316924211,2011/6/14 5:04,M.I.A.,Quito,"Atlanta,GA "
505341712,2012/2/27 3:07,Kimberley Phillips,Eastern Time (US & Canada),
887245058,2012/10/17 17:32,v r madhavan,,
335993045,2011/7/15 15:40,Luke Potter,,
328370051,2011/7/3 7:15,Leshhha???,Atlantic Time (Canada),
21804882,2009/2/24 22:12,Adrian Emmanuel,Lima,"Hamilton, Ontario, Canada"
457115504,2012/1/7 1:42,Brynne,Eastern Time (US & Canada),"Montgomery, TX "
602838468,2012/6/8 13:26,e???,,Westerhood
331550028,2011/7/8 10:32,Mark Steele,,Newcastle
3243400101,2015/5/9 13:48,rip granddaddy e???e???,,flying w/ granddaddya??????
139495156,2010/5/2 20:12,P. Greggy,Quito,
